name,description,owner_name,owner_id,owner_image,playlistUrl,uri
Kat slaters funeral,,Jade Robinson,21zgfccna5tyzfqfcuxhcl4yy,https://platform-lookaside.fbsbx.com/platform/profilepic/?asid=1671772666438166&height=300&width=300&ext=1776531607&hash=AT-cj4bVrQuCsXapIaRwsDny,https://open.spotify.com/playlist/3DCOqBWj1h1pjHu441Wwhb,spotify:playlist:3DCOqBWj1h1pjHu441Wwhb
"If any of these aren't played at my funeral, I ain't dying",,Lil Waaaa,oc4xpedippjra4rt77jqy1xaz,https://i.scdn.co/image/ab6775700000ee857d10d89af3e8a59d7a376dde,https://open.spotify.com/playlist/1e2C63O6GPBVkqFbZuC5tI,spotify:playlist:1e2C63O6GPBVkqFbZuC5tI
In My Youth,I dedicate this list to the Holloway family. If it wasn&#x27;t for the family reunions weddings funerals block parties and many cookouts when I was a child this playlist wouldn&#x27;t exist,demt2005,demt2005,,https://open.spotify.com/playlist/45QZk8mcvj4KJsuvwEl8b2,spotify:playlist:45QZk8mcvj4KJsuvwEl8b2
Must be an erection at a funeral the way they hate to see me up,On foenem,miA oreZ,yoloioio,https://i.scdn.co/image/ab6775700000ee85dcb8b1be795356cc58bde44b,https://open.spotify.com/playlist/13hgFmXRyWXx9QfffDksLp,spotify:playlist:13hgFmXRyWXx9QfffDksLp
Grief & Mourning Songs ,Songs in English &amp; Spanish about losing &#x2F; missing a loved one.   “Tears are the silent language of grief.”,Jennyfer201_,12186185771,https://i.scdn.co/image/ab6775700000ee85d398bf3d5d644c1ce37d0a68,https://open.spotify.com/playlist/026hM6esNwVC4sj4rMJkNl,spotify:playlist:026hM6esNwVC4sj4rMJkNl
The Funeral – Band of Horses,,Hildur Þóra Hákonardóttir,11139847259,https://scontent-ord5-3.xx.fbcdn.net/v/t1.6435-1/131980864_1593060754235158_4875945950717159741_n.jpg?stp=dst-jpg_s320x320_tt6&_nc_cat=109&ccb=1-7&_nc_sid=08baa4&_nc_ohc=_EEmvpoVewAQ7kNvwFKOlhN&_nc_oc=AdpZUSIFCcpj7OP7sereixKn5c4pro6qj9Mv81YmGee9Tpt2nY-_jKVhSOAF6gvEQ5QAaVd82BdCsl2CmujVwBF-&_nc_zt=24&_nc_ht=scontent-ord5-3.xx&edm=AP4hL3IEAAAA&_nc_gid=ki52XjPkIyQbCaYxI6JTAQ&_nc_tpa=Q5bMBQFNMUIXlPjZx5bOYypr-_cpBsggi7am2XgtS4RsZYR86HLqcfnb24dM1QOLdsiSE-89tzw2&oh=00_AfxN7MRDwEdEdX1jw2kRWU7RbU71kyugOX63bsOFHWZtFQ&oe=69E3A5D0,https://open.spotify.com/playlist/4trORU3EKAvxdraIAzMBvD,spotify:playlist:4trORU3EKAvxdraIAzMBvD
Songs to to play at my funeral🪦,,Mackenzie Johnke,22zyf7jetwez5kow6gbkki3ba,https://i.scdn.co/image/ab6775700000ee8567aff4461b39364ff7c41aeb,https://open.spotify.com/playlist/3nb82KbbUANZL28xMDgj9F,spotify:playlist:3nb82KbbUANZL28xMDgj9F
AZ 2026 Funeral Songs,,Tom McConville,31fxtiecloqjbqopbl4czkyxvgmu,,https://open.spotify.com/playlist/6y66Rxyub44nhcWiE44sXH,spotify:playlist:6y66Rxyub44nhcWiE44sXH
Play these at my funeral  🐅,,Mady,qleabvezw9mia2g1cz8ungb5y,,https://open.spotify.com/playlist/4hMTGnX68JKTjb7hgsbffN,spotify:playlist:4hMTGnX68JKTjb7hgsbffN
Funeral playlist ,,Lïvï,316yewkqndafuyppiotxiss6myk4,https://i.scdn.co/image/ab6775700000ee858000020d6436e8dafd7a439b,https://open.spotify.com/playlist/4ze1m5aqB5u53BfFvSVabx,spotify:playlist:4ze1m5aqB5u53BfFvSVabx
is this a funeral,(un?)ironically made at a funeral : my favs ‼️💜,marrz★,lbxl4u8520cjqwmvkfvzlykuy,https://i.scdn.co/image/ab6775700000ee85701c3b3edf27b5c38d04ecd9,https://open.spotify.com/playlist/1XhH5SVDk8znoBCmz4RZZN,spotify:playlist:1XhH5SVDk8znoBCmz4RZZN
funeral playlist,,james,messiah3212,https://i.scdn.co/image/ab6775700000ee85bca86aeffef1f48630231cd5,https://open.spotify.com/playlist/49MdkDnnjloa8H4MVU4P6F,spotify:playlist:49MdkDnnjloa8H4MVU4P6F
Your funeral before mine,,miaenz,miaenz,https://i.scdn.co/image/ab6775700000ee85af69a3aedf22f795f1108c57,https://open.spotify.com/playlist/18rOHUL0N04ScrdH32XsaV,spotify:playlist:18rOHUL0N04ScrdH32XsaV
Funeral Songs,Songs to last a lifetime,Alioth,aqx6fysulnxlt3z42p2s27a1j,https://i.scdn.co/image/ab6775700000ee850816a0ba58aff793c412f106,https://open.spotify.com/playlist/6aAsphbY8I0fzRWia7qsYB,spotify:playlist:6aAsphbY8I0fzRWia7qsYB
Siegfried's Funeral March,"Götterdämmerung: Siegfried&#x27;s Funeral March - Richard Wagner, George Szell, Cleveland Orchestra",Veilingmeat,veilingmeat,https://i.scdn.co/image/ab6775700000ee850cdafa8f3aa55d3a0b941b4e,https://open.spotify.com/playlist/0AlB2lKBzJnUYqOMzWmYM2,spotify:playlist:0AlB2lKBzJnUYqOMzWmYM2
play this sh;t at my funeral,cats [bipolar1]mix,cattt_meow,315zfvcvac2g5ncr2htwhfjwrms4,https://i.scdn.co/image/ab6775700000ee8585cb0da5a68120d3257266c0,https://open.spotify.com/playlist/0TAuLIq0ic0VfOYxS19uJe,spotify:playlist:0TAuLIq0ic0VfOYxS19uJe
PLAY AT MY FUNERAL👍🏿😐,,Tucker,31hhcz5h6inigydvkgtdbqj6skli,https://i.scdn.co/image/ab6775700000ee85112826c7927a878e4390f697,https://open.spotify.com/playlist/3njDZrDKMgKiAnllQWeZNJ,spotify:playlist:3njDZrDKMgKiAnllQWeZNJ
gortash & the dark urge.,"my, my, those eyes like fire; i&#x27;m a winged insect, you&#x27;re a funeral pyre. (baldur&#x27;s gate 3.)",ammako,iomimurpgdme6atf82v8o1s89,https://i.scdn.co/image/ab6775700000ee8563039add4474eb7c4526f8fd,https://open.spotify.com/playlist/46WO80PP4xJY8DyQiSP90p,spotify:playlist:46WO80PP4xJY8DyQiSP90p
Play@my funeral v3,,Jayden Fobert,ch3wf3tt,https://platform-lookaside.fbsbx.com/platform/profilepic/?asid=901446146610120&height=300&width=300&ext=1776565432&hash=AT-4En5C0cz64pOeTduBzcWh,https://open.spotify.com/playlist/18WBB7uEkRUk5zL55iIvbi,spotify:playlist:18WBB7uEkRUk5zL55iIvbi
Instrumental for Grief,,Mara Suttmann-Lea,12148364497,https://scontent-ord5-1.xx.fbcdn.net/v/t39.30808-1/442446522_10105229923498401_6026766077616802858_n.jpg?stp=dst-jpg_s320x320_tt6&_nc_cat=111&ccb=1-7&_nc_sid=08baa4&_nc_ohc=7Ze4R5awbSsQ7kNvwG_e2ou&_nc_oc=AdocLAqLatySvLVi0DHc0sm3SeHWObtNcS-XHN89G9hMS8ZZ85Xxtaq7EfwX0qd5NGEpv7Qrh8q4pHB1k9G2OuUF&_nc_zt=24&_nc_ht=scontent-ord5-1.xx&edm=AP4hL3IEAAAA&_nc_gid=V875-4UJWrK1udPp-CNssQ&_nc_tpa=Q5bMBQEiOzkfD-dmLhPRyMmbvSRLcZbT4e-lF_MovUU-6G0PlwbFOnG5xQ90XETFRJwTWWiKvMHh&oh=00_Afw04jKfclU-8gbYz4Faj_ZOvxrLCX2Jyy_CFydhQfFxVw&oe=69C21502,https://open.spotify.com/playlist/3lhqOUr435DsJBnZGNgEH0,spotify:playlist:3lhqOUr435DsJBnZGNgEH0
Missing Daddy 💔,A playlist dedicated to losing my dad,Tiarra Ashley Christle Roberts,1238141988,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-1/464868367_10226191025190991_895633238900294647_n.jpg?stp=dst-jpg_s320x320_tt6&_nc_cat=103&ccb=1-7&_nc_sid=08baa4&_nc_ohc=R4vtQl9v5esQ7kNvwGLH55-&_nc_oc=AdpViXg_BdVl_jVk0XFDg1TzJqCmg9oeCdvhXOf4RUe0uhO6XHsJFEEyRy3hmlRwXfagBXEQEXB0LhEb-L1YqjWN&_nc_zt=24&_nc_ht=scontent-ord5-2.xx&edm=AP4hL3IEAAAA&_nc_gid=ND8qs1YowVmdx1DjVtKdLg&_nc_tpa=Q5bMBQEZGOgxS9G58HNx8HAaS2xEMVoEGMvuPiv1zWXLXhpfdqydiNJ_fPoUfDfsQla8M2ZCWmqb&oh=00_AfzglLtSveWAFFfuyiqqYzKb9vxEYW4xA301iPIjVltSwg&oe=69C25D93,https://open.spotify.com/playlist/3hXA7nSaMJIjonYu7J6lkJ,spotify:playlist:3hXA7nSaMJIjonYu7J6lkJ
Funerals  Forrest🍃,,"mookie,",somkl3a1urxcaifhsr7t5rm3v,https://i.scdn.co/image/ab6775700000ee858f6c9e6cdb9a4c83c48dc5ea,https://open.spotify.com/playlist/0HmjUvNEmoPdUofC7k0yqz,spotify:playlist:0HmjUvNEmoPdUofC7k0yqz
my brother passed away and i can't cope and can't stop crying,,MiaWright,s6econ7jls9ffhvovsi3xyov9,https://i.scdn.co/image/ab6775700000ee8535f210309cc724c87a2616a9,https://open.spotify.com/playlist/3FoxFla6bjK8gd9OZEewct,spotify:playlist:3FoxFla6bjK8gd9OZEewct
Songs that could resurrect me at my funeral ,The songs I can bust a proper move to or the ones I used to listen to when I was a wee lad,Loochieman,1st9qj9fjh6qaf58spp6rxndf,https://i.scdn.co/image/ab6775700000ee85dd41701163f690d56b8cdb27,https://open.spotify.com/playlist/46egWFnWBCk3e2gDbwi3MG,spotify:playlist:46egWFnWBCk3e2gDbwi3MG
Grieving the loss of a pet,,꧁༺ 𝒮𝓃𝑜𝓌༻꧂,r3t755hu1v9aftv3r3131i5mi,https://i.scdn.co/image/ab6775700000ee85c72acbed137286ef06811f69,https://open.spotify.com/playlist/4ihk7DgvjwuALg8biOspPI,spotify:playlist:4ihk7DgvjwuALg8biOspPI
Confidence. God wasn’t created  in a day.,"Balling ass jams to get your ego on. Pre interview&#x2F;current workout&#x2F;before first date mix&#x2F;funeral krunk&#x2F;wedding, no basic white girls&#x2F;fuck cops&#x2F;do drugs&#x2F;love making&#x2F;gardening&#x2F;art mix.",josephcolincrick,josephcolincrick,,https://open.spotify.com/playlist/6VjJKjXAG1KbpeDYl3mAfP,spotify:playlist:6VjJKjXAG1KbpeDYl3mAfP
Canciones para mi velorio,,Emmanuel Viveros,21ikhljb3dzhyio2kxjgoml2y,https://i.scdn.co/image/ab6775700000ee850ca98cdf6a49ffb763241fb8,https://open.spotify.com/playlist/5iyhFxAbxuuCCogfhaHed9,spotify:playlist:5iyhFxAbxuuCCogfhaHed9
Songs to play at my funeral,woah,ur.favolicza,31timwfn5kolunt2wlc3e6lwfnc4,https://i.scdn.co/image/ab6775700000ee8586bce5633fa2a383409ee3fb,https://open.spotify.com/playlist/6GP8IPyczwbriU1VfTPGI7,spotify:playlist:6GP8IPyczwbriU1VfTPGI7
Losing your grandfather,I’m sorry you lost him and I hope this playlist helps you cope the way it helped me❤️,kry,22olyrnakds2acec4aolwhijy,https://i.scdn.co/image/ab6775700000ee85dfd85f2c6c74bec4c1cad789,https://open.spotify.com/playlist/3IqL6WOtjPt9cl6xiW3fcx,spotify:playlist:3IqL6WOtjPt9cl6xiW3fcx
Play this shit at my funeral 🤌🏻🖕🏻,,kassidywolfe04,kassidywolfe04,https://i.scdn.co/image/ab6775700000ee85c4ac9599af66fdd7b16d6fa0,https://open.spotify.com/playlist/3uUDbouMUzcpFFSdlzeLem,spotify:playlist:3uUDbouMUzcpFFSdlzeLem
My Funeral,,Kbruso,ps6pjb9pe42ju2o9g1ni2teq9,,https://open.spotify.com/playlist/25bP3T53N5ZqEyVGyzTJVp,spotify:playlist:25bP3T53N5ZqEyVGyzTJVp
My Funeral,,Kay Wong,3157vw4fh26x2ix5kn3hyh5jln4i,https://platform-lookaside.fbsbx.com/platform/profilepic/?asid=10152317240953996&height=300&width=300&ext=1776561172&hash=AT-UbOz71HopvhTM-qJqaiPm,https://open.spotify.com/playlist/7ka2RIlS1VCnqT9KrlUvkU,spotify:playlist:7ka2RIlS1VCnqT9KrlUvkU
play this at my funeral,,vivi,3156vwyun542kyttr7tsd4v73u4q,https://i.scdn.co/image/ab6775700000ee8524c5c6eea19d9da625afd723,https://open.spotify.com/playlist/1tiU5JRVNM2H1e0P3zFd7H,spotify:playlist:1tiU5JRVNM2H1e0P3zFd7H
⚰️The Funeral Portrait,,Suzie.Oneal,0rh4si7pk0bco5611rxe83deg,,https://open.spotify.com/playlist/1tz1zJiADbJ42fPVAQJkcz,spotify:playlist:1tz1zJiADbJ42fPVAQJkcz
Burial Flowers,"A hymn aimed towards the moments before death, whispering, will you finally forgive?",Keith,iqe6j0utz89q4dq6cr4pofjyy,https://i.scdn.co/image/ab6775700000ee852ef95c310f935a44d68d7311,https://open.spotify.com/playlist/6GoT1gPGSeeZHbOGHHGjYX,spotify:playlist:6GoT1gPGSeeZHbOGHHGjYX
songs that you shoudnt play at funeral idk,,Africanojulian,5afnv02gd9qd1ljg0g4q3ayru,,https://open.spotify.com/playlist/7HQNff57Glr7ujUdKsU9wd,spotify:playlist:7HQNff57Glr7ujUdKsU9wd
play this in my funeral ,,Priela,313trhikg3yfu4veqd2lqa5gyhy4,https://i.scdn.co/image/ab6775700000ee85e2071327c609ae63e0125751,https://open.spotify.com/playlist/6aFMgBI6SHE0eEFSmT9J7L,spotify:playlist:6aFMgBI6SHE0eEFSmT9J7L
Funeral ,,Shannon Robinson,22rlnmfbvevfum7tkv3lmqcka,https://platform-lookaside.fbsbx.com/platform/profilepic/?asid=780428295302326&height=300&width=300&ext=1776561170&hash=AT-F9HpxwKJ-8bOljaGnYWxy,https://open.spotify.com/playlist/0C5QNk9C6eP8hA88mP0IEq,spotify:playlist:0C5QNk9C6eP8hA88mP0IEq
remember me,play this at my funeral or when u miss me 🖤,fuckhoney,12144787100,https://i.scdn.co/image/ab6775700000ee85f26a211c87b24e7020a66ecd,https://open.spotify.com/playlist/3bvIJQz5LZeKVyXmgJPuu5,spotify:playlist:3bvIJQz5LZeKVyXmgJPuu5
play at my funeral,,Nova,tututututupac,https://i.scdn.co/image/ab6775700000ee85b753df7742e9261b9308f43b,https://open.spotify.com/playlist/4lx4G2oij84baTkGBEpw9k,spotify:playlist:4lx4G2oij84baTkGBEpw9k
Play any of these at my funeral,,Ellie,q41bhpcij5hrqx60laxtrp1hh,https://i.scdn.co/image/ab6775700000ee85b2c6c7d7a1ec7d10735fa13b,https://open.spotify.com/playlist/2c3YEaOhStnNbPeFSls12V,spotify:playlist:2c3YEaOhStnNbPeFSls12V
Funeral Montage,,cathyteix,cathyteix,https://i.scdn.co/image/ab6775700000ee855a2f67d069482caa7cdb825c,https://open.spotify.com/playlist/5Mg0iKKvyc7FtxYjhOLswK,spotify:playlist:5Mg0iKKvyc7FtxYjhOLswK
play this at my funeral.,,Sarbucio,hfcanno4vgp8bafb1losg3pjy,,https://open.spotify.com/playlist/7fpMZZOWyCd96dMvDb1tjn,spotify:playlist:7fpMZZOWyCd96dMvDb1tjn
We miss you dad!,"Songs about grief, remembering, love, faith, hope. songs he liked and ones that remind us of him. see you on the other side",r0cker4life1,r0cker4life1,,https://open.spotify.com/playlist/0FqsLFSJdBJGBa65IB3FDE,spotify:playlist:0FqsLFSJdBJGBa65IB3FDE
songs to play at my funeral ,,Natalie,31ek4wcffa6t5qdate6jxvambjzq,https://i.scdn.co/image/ab6775700000ee853b430f8d638abfd6e0b46854,https://open.spotify.com/playlist/5CgzOstY2InZXJ6f7s5xZs,spotify:playlist:5CgzOstY2InZXJ6f7s5xZs
songs for my funeral,"when it is time for me to go, do not hurry the earth to claim me; let each song i gathered play me gently into rest.",simone,316tageupij3axw4abezqfzpecfq,https://i.scdn.co/image/ab6775700000ee85f4fb1e1c7ab92adc58dae36f,https://open.spotify.com/playlist/76tcl0hTjXJKyv8PMyqTgg,spotify:playlist:76tcl0hTjXJKyv8PMyqTgg
Missing my brother in heaven ,,Meeshy,12148208876,https://i.scdn.co/image/ab6775700000ee8590600731aca3afc0db3f1ef9,https://open.spotify.com/playlist/5hCPZQzHhMAB9ofO7Q44dQ,spotify:playlist:5hCPZQzHhMAB9ofO7Q44dQ
Sad songs..,For everyone that lost someone loved in their life.,✪Sharky🦈,31nf4wgcfmtaxonrklshnrlkj23a,https://i.scdn.co/image/ab6775700000ee85df61e62de18ae24eb7d660d2,https://open.spotify.com/playlist/280TJL4oY60xFuQha4WNBA,spotify:playlist:280TJL4oY60xFuQha4WNBA
songs for missing someone that's in heaven,,mimi_dewsnup <3,0x80h5dqkvy6ibgvsxks785q1,https://i.scdn.co/image/ab6775700000ee85a4c2072c507b244768549fba,https://open.spotify.com/playlist/4ix0RQFVb9tCztScMgUB8i,spotify:playlist:4ix0RQFVb9tCztScMgUB8i
"Necrofantasia (and ""A Maiden's Illusionary Funeral ~ Necrofantasy"")",Yukari and Ran Yakumo&#x27;s themes; original and arrangements.,Mint Mayers,680h1joudkslec3lngx2gwdpc,https://i.scdn.co/image/ab6775700000ee853cc1a6b0ff2bae975efde953,https://open.spotify.com/playlist/1MWVt68Z8GMDDsC4lsy16c,spotify:playlist:1MWVt68Z8GMDDsC4lsy16c
My best friend passed away,"When we lose someone we love we must learn not to live without them, but to live with the love they left behind",Yasmin Hjørnholm,21fuqwoyavjbtx25wxlhfm5ka,https://i.scdn.co/image/ab6775700000ee851d57cad1e602fa760cb0ba9a,https://open.spotify.com/playlist/0pwhPftfY2kmrQWJE58QlL,spotify:playlist:0pwhPftfY2kmrQWJE58QlL
2026 March (Laughing At Funerals),I just aint fell on no good ones. BM Cormac McCarthy,Chris,sd0dzvq85kzgbkmojmab6b58f,https://i.scdn.co/image/ab6775700000ee85ff8798464badb1e2e1be77f8,https://open.spotify.com/playlist/4loMkCjwF54nrvTTQ54AeG,spotify:playlist:4loMkCjwF54nrvTTQ54AeG
Traceys funeral,,baggus,35l2eaxu3xpfemdpd718qc4xa,,https://open.spotify.com/playlist/07RHDhAWHVcWCICCfDMz70,spotify:playlist:07RHDhAWHVcWCICCfDMz70
This Is Funeral Dress,"This is Funeral Dress. The essential tracks, all in one playlist.",Spotify,spotify,https://i.scdn.co/image/ab6775700000ee8555c25988a6ac314394d3fbf5,https://open.spotify.com/playlist/37i9dQZF1DZ06evO3Yyjuw,spotify:playlist:37i9dQZF1DZ06evO3Yyjuw
Momento Mori,Funeral dirges ,Psuedo,cyborgzzz,https://i.scdn.co/image/ab6775700000ee855ff68efc3b8937363f7c54fb,https://open.spotify.com/playlist/5TntJWkjK6r3whdE2tfRF7,spotify:playlist:5TntJWkjK6r3whdE2tfRF7
FUNeirieel,,Hiperbolekid,35vsaaowxi6czrlrwzs824p66,https://i.scdn.co/image/ab6775700000ee850b9bfd9729a493618a430b4c,https://open.spotify.com/playlist/1qoRbqjerZAWy1JYxh4WYc,spotify:playlist:1qoRbqjerZAWy1JYxh4WYc
🌟Ivy’sEarWorms🫧,ivyradio &#x2F; play these at my funeral,wallabee🤡,ivysanchezmanchez,https://i.scdn.co/image/ab6775700000ee85afca0b709d0c83c293b6516a,https://open.spotify.com/playlist/6Hz1AofsQrhgzZU6X1saHI,spotify:playlist:6Hz1AofsQrhgzZU6X1saHI
THREE DAYS GRACE/ I PREVAIL/ THE FUNERAL PORTRAIT Alienation Tour!,Actual set list! Minus covers&#x2F;dj tracks intermissions,Adrian Zamudio,adrianzamudio5,https://i.scdn.co/image/ab6775700000ee85c4fd673ed633e967c9cd58a6,https://open.spotify.com/playlist/1Rt6gtSBBDpMcvfx5SSfGV,spotify:playlist:1Rt6gtSBBDpMcvfx5SSfGV
This Is Funeral Winds,"This is Funeral Winds. The essential tracks, all in one playlist.",Spotify,spotify,https://i.scdn.co/image/ab6775700000ee8555c25988a6ac314394d3fbf5,https://open.spotify.com/playlist/37i9dQZF1DZ06evO25o6vn,spotify:playlist:37i9dQZF1DZ06evO25o6vn
Funeral Language Replays,These songs are all of the songs I love,✰ZXKE✰,31m7b43l74m4pmyhamzes5ewfgza,https://i.scdn.co/image/ab6775700000ee85355701a8f0a842c7127956e1,https://open.spotify.com/playlist/7yie7SujLiBZ1xIvnuPmet,spotify:playlist:7yie7SujLiBZ1xIvnuPmet
Joe's Funeral Jams,,TheButcherATX,0uonj4307i6i0x9c2vqwmjqms,https://platform-lookaside.fbsbx.com/platform/profilepic/?asid=623652267715850&height=300&width=300&ext=1776561162&hash=AT_ZvOGeLE_-4eJIamVfKRxI,https://open.spotify.com/playlist/3EtsI9dtnYfuieNUzIJYSX,spotify:playlist:3EtsI9dtnYfuieNUzIJYSX
Please Shuffle Play This At My Funeral   ,,Dan 🗣️,63g2eji92qr60jab2dfo6pihj,https://i.scdn.co/image/ab6775700000ee859c901495812336cac339d5da,https://open.spotify.com/playlist/7vNZ4vFzWRPWIYoEMqAo2x,spotify:playlist:7vNZ4vFzWRPWIYoEMqAo2x
Songs after a loss,"Songs to listen to after you had a sad loss in something like a final or in your last game, any sport.",Matt,31w67bgvtdsi3wdopxyrs6br6gou,https://i.scdn.co/image/ab6775700000ee85d6fb842653a161ecc025a332,https://open.spotify.com/playlist/1KcXBQa0WjNV00El6sQi2I,spotify:playlist:1KcXBQa0WjNV00El6sQi2I
Wow wow wow (Rick’s Funeral),,Ricky M,2q4co3kgl17rsnkb0s3ld87nn,,https://open.spotify.com/playlist/2OUn7hi85woV9jqTRidcQ1,spotify:playlist:2OUn7hi85woV9jqTRidcQ1
Dad's Funeral Music,,Anthony,eyjk2mulb9g5woobu926nbbq7,,https://open.spotify.com/playlist/6IsRPiKRqoNuf0I3tq2Zgc,spotify:playlist:6IsRPiKRqoNuf0I3tq2Zgc
Funeral,,Ňæţə,pcy0pa2iqtmrztpxc9xjh15us,https://i.scdn.co/image/ab6775700000ee853d26992d8e280e8ae3a7baf2,https://open.spotify.com/playlist/25FHyr9WayEuLC1LxWtvKd,spotify:playlist:25FHyr9WayEuLC1LxWtvKd
Romina funeral,,Romina,31molqhsl2rkmeg6c4ra5ffkw2ci,,https://open.spotify.com/playlist/7c1hPvpj9GhjNamWU7yTL4,spotify:playlist:7c1hPvpj9GhjNamWU7yTL4
Funeral Diner Radio,"With City of Caterpillar, Joshua Fit For Battle, I Would Set Myself On Fire For You and more",Spotify,spotify,https://i.scdn.co/image/ab6775700000ee8555c25988a6ac314394d3fbf5,https://open.spotify.com/playlist/37i9dQZF1E4FlnQoCRoD4F,spotify:playlist:37i9dQZF1E4FlnQoCRoD4F
Play these at my funeral ,,Alyssa,9jgd1zoviyu6iun6hmelg2g6o,,https://open.spotify.com/playlist/0pWGeedvQnp4yrL5PiYST4,spotify:playlist:0pWGeedvQnp4yrL5PiYST4
"The Funeral (From ""American Sniper"")",,Karl Beuken,1135953112,https://scontent-ord5-2.xx.fbcdn.net/v/t39.30808-1/459897207_10159852088380216_521268168652948719_n.jpg?stp=dst-jpg_s240x240_tt6&_nc_cat=105&ccb=1-7&_nc_sid=08baa4&_nc_ohc=KJnA_12536EQ7kNvwEnb_EY&_nc_oc=AdpOq31bhUffh6N41JPL1HGq4jjfJrfJdBkGEKj0uhzAZn1ayJolOqrTmIfbBCHIZ3DfgNsGoSA4u8Yx0WfqldLJ&_nc_zt=24&_nc_ht=scontent-ord5-2.xx&edm=AP4hL3IEAAAA&_nc_gid=pXp7Rkvuy4fU5Z2Stq2Udw&_nc_tpa=Q5bMBQGz6me7sGlMuA-j7VHy-yhM8Kasz6RkN0x2JHPOmIhuz15g6tJNX5rz-0gibUyB_jAXc3To&oh=00_AfwdHBv7bCg2JAj0QLHa872jiAKO3nPnyAxx51Eeo5IxEA&oe=69C26B31,https://open.spotify.com/playlist/74pzj3fQgdYpRcJ3JBwizJ,spotify:playlist:74pzj3fQgdYpRcJ3JBwizJ
play these at my funeral or i’m not going,,ava,ltm1trf3afbhj2xnfuav62vo8,https://i.scdn.co/image/ab6775700000ee850d208aeb4bdc4a9c84935264,https://open.spotify.com/playlist/1gENxBJhe4Y3u7HQMObOIa,spotify:playlist:1gENxBJhe4Y3u7HQMObOIa
Play these at my funeral 🪦,,.Reverie.,i8k6vdu8qkp6cuzzt5l7akpj1,https://i.scdn.co/image/ab6775700000ee85e01bbfc1ec5012f1ddde171f,https://open.spotify.com/playlist/5lpyaOmnNoYZs6D8qqyuas,spotify:playlist:5lpyaOmnNoYZs6D8qqyuas
Funeral Song's,,Joseph l kinnaird,ulf4cecnvs9xqi4ns3dq0599d,https://i.scdn.co/image/ab6775700000ee856f86bc9b02b515c09d8c9176,https://open.spotify.com/playlist/3TEiA3E22nqXtyYCpUrSSD,spotify:playlist:3TEiA3E22nqXtyYCpUrSSD
play this @ my funeral ,,yazzy,4qrqwsz662gixujzc2tfrmygw,https://i.scdn.co/image/ab6775700000ee85b3c2c91152b3a092d58e9b09,https://open.spotify.com/playlist/4bT2scyQdscCUNQHTXJivx,spotify:playlist:4bT2scyQdscCUNQHTXJivx
Turn up the volume!!! ‘Cause this is a funeral for the living!!,Hakari just hit the jackpot! Now it’s YOUR time to dance!!,Jackiesz,jaquelineale20,https://i.scdn.co/image/ab6775700000ee8519fe43e4cee62504350e2e04,https://open.spotify.com/playlist/4Kho7aU38SatkgCck75PMj,spotify:playlist:4Kho7aU38SatkgCck75PMj
Funeral playlist,🪦,grady goebeler,q1h8xxtbqldt851wgn7z6uj2f,https://i.scdn.co/image/ab6775700000ee8551815e1d418d3047e37aeb2c,https://open.spotify.com/playlist/24GPekR0XewJvD4ZQ9nlar,spotify:playlist:24GPekR0XewJvD4ZQ9nlar
playlist of eternal grief,,adam,d5fifwid2ov2zgxoaphviesj4,https://i.scdn.co/image/ab6775700000ee853884d48e12bd8cf7c6b38de3,https://open.spotify.com/playlist/5C9tOro0XT7bMCpplXlLhL,spotify:playlist:5C9tOro0XT7bMCpplXlLhL
Play this @ my funeral  💫❤️,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,ddunx8,ddunxxx8-us,https://i.scdn.co/image/ab6775700000ee85d21007488aa001bb72b7426b,https://open.spotify.com/playlist/5M4VmaCyTAH8PzuenD4ekc,spotify:playlist:5M4VmaCyTAH8PzuenD4ekc
funeral,,eva tibbetts,31vgpx4wlwy37l6uzte65bv7c2ou,https://i.scdn.co/image/ab6775700000ee85065f7a8dc9c18e8a445d025b,https://open.spotify.com/playlist/78cbncJ4YsrXsZBb8qJ34M,spotify:playlist:78cbncJ4YsrXsZBb8qJ34M
Mom Funeral,,wb2eqi1y8c52uzgpk19f06nh7,wb2eqi1y8c52uzgpk19f06nh7,,https://open.spotify.com/playlist/0RkaW7W5Z6Eh90iN5rckoa,spotify:playlist:0RkaW7W5Z6Eh90iN5rckoa
Songs I’ll take to my grave,,Mason,idcgczfxc3t8wcfry78ux6qbq,https://i.scdn.co/image/ab6775700000ee857087d6be4779e0af5507ff1a,https://open.spotify.com/playlist/4yPTmq94FlryOe5nepvILA,spotify:playlist:4yPTmq94FlryOe5nepvILA
❤️‍🩹Gentle Grief Release 💖,,Divinetiming,31sokbuhi76jv5jw7i4jsp3advjq,,https://open.spotify.com/playlist/4w0whgKjSIX8RtpjFEYeOF,spotify:playlist:4w0whgKjSIX8RtpjFEYeOF
This Is Funeral Party,"This is Funeral Party. The essential tracks, all in one playlist.",Spotify,spotify,https://i.scdn.co/image/ab6775700000ee8555c25988a6ac314394d3fbf5,https://open.spotify.com/playlist/37i9dQZF1DZ06evO3khcmF,spotify:playlist:37i9dQZF1DZ06evO3khcmF
